"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"bishop.","conjunction","/mag-, -an/; /-an/","or. 181 common, or dinary. /mag-, -an/ to or dain, to bestow the cincture, so as to become a priest. cincture of priests on the head. ang elus, toll of bells come si x o’clock in the afternoon.","ang elus, toll of bells come si x o’clock in the afternoon.","/mag-, -an/ to operate, to be operated on.","208"
"óbra","noun","","","","","209"
"ótso","numeral","/mag-, -un/","eight. 182 /mag-, -un/ to work, to do a job. work, job, assignment.","","O","209"
"paka’isá","noun","","","","","210"
"paká’","noun","","","","frog.","210"
"pábu","noun","","","","turkey.","210"
"pábrika","noun","","","","","210"
"factory.","adjective","","","","favorite.","210"
"paboríto","noun","","","","favorite.","210"
"pa’ayún","verb","","","","","210"
"pa’ánu","adverb","","","","how.","210"
"pa’álam","verb","","","","","210"
"pá’a","noun","","","","thigh.","210"
"pa","particle","/mag-, -un/","still, yet. 183 first degree cousin. /mag-, -un/ to go to wards, to make for, to point at.","Ginpa’ayún ku ang rebólber sa íya.","I pointed the gun at him.","210"
"/mag-, -an/ to warn, to tell beforehand.","noun","","for mative affix used with verbs. Ma’áyu iná’ nga pa’ági. That seems to be a good method. to move in the direction of. PaManíla’ ka?","PaManíla’ ka?","P","210"
"padér","noun","","","","","211"
"padáyun","verb","","","","","211"
"padáyun","verb","","","","","211"
"padalá","noun","","","","","211"
"pákyaw","verb","","","","","211"
"pakút","noun","","","","","211"
"pakú’","noun","","","","sleeve.","211"
"páksi’","verb","","","","","211"
"pákris","noun","","","","","211"
"bruise.","verb","","","","","211"
"pákpak","noun","","","","","211"
"páklang","noun","","","","","211"
"pakéte","noun","","","","","211"
"pákaw","noun","","","","","211"
"pakarás","verb","/mag-, -un/","184 concrete wall. /mag-, -un/ to go onward, to continue. Nagpadáyun si Noél sa pagtu’ún. Noel continued his studies. /mag-, -un/ to send.","Nagpadalá akú sa ng sulát.","I sent a letter.","211"
"thing sent, package sent.","adjective","/mag-, -un/","wholesale, in bulk. /mag-, -un/ to venture a guess, to guess. Ginpakút ku ang sa bát. I guessed the answer. guess, venture. /mag-, -un/ to tear off from something, to take out from a book, to pluck off a flower. Ginpáksi’ ku ang búlak. I plucked the flower. /mag-, -un/ to beat off as to brush off dust or ants from a dress.","Ginpáksi’ ku ang búlak.","stem, branch.","211"
"pág’un","adjective","","","","","212"
"págsik","adjective","","","","","212"
"pagká’un","noun","","","","food.","212"
"pagáno","noun","","","","","212"
"pádya’","noun","","","","","212"
"padúlung","verb","","","","","212"
"padúgi’","verb","","","","","212"
"padíhut","verb","/ma-/","","","185 /ma-/ strong, durable, firm, solid.","212"
"/ma-/ brisk, active, enthusiastic.","noun","","for mative affix designating state of being, manner of being. Ang íya pagkatámad ang nagdalá sa ng kasubú’.","His laziness brought him sa dness.","immediately after, following,","212"
"heathen, pagan.","noun","/mag-/; /mag-, -un/","for mative affix when used with verbs. Ma’áyu ang íya paghámbal. His speech was good. imperative actor focus affix. Pagbakál sa ng bulúng. Buy some medicine. prize, reward. /mag-/ to go to, to go in the direction of, to head for. Nagpadúlung si Ricárdo sa Iloílo. Ricardo was headed for I loilo. /mag-, -un/ to manage, to find a way, to contrive.","Ginpadúgi’ ni Sebastián sa ng ma’áyu ang íla negósyo.","Sebastian managed their business very well.","212"
"pa’ínu’ínu","noun","","","","","213"
"pa’ílub","verb","","","","","213"
"pa’ílub","verb","","","","","213"
"pahúway","noun","","","","","213"
"pahulám","verb","","","","","213"
"páhug","verb","","","","","213"
"páhu’","noun","","","","","213"
"mango.","verb","","","","","213"
"pahítu’","noun","","","","","213"
"páhid","verb","","","","","213"
"páha","noun","","","","","213"
"págut","verb","/mag-, -un/; /mag-/","186 /mag-, -un/ to think, to have the idea of. Nagpa’ínu’ínu si Senén nga makádtu sa Mindanáo. Senen thought of going to Mindanao. thought, idea. /mag-/ to bear patiently or humbly, to give way, to give the chance to others. Nagpa’-ílub si Mára kay Yolánda. Mara gave the chance to Yolanda. /mag-/ to rest, to relax.","Nagpahúway ang mangungúma sa idálum sa ng káhuy.","The","213"
"palásyu","noun","","","","palace.","214"
"palasárun","noun","","","","","214"
"pálapála","noun","","","","","214"
"trellis.","verb","","","","","214"
"palángga’","noun","","","","","214"
"palangána","noun","","","","basin.","214"
"palamanúg","verb","","","","","214"
"pálad","noun","","","","fate, palm.","214"
"palaktakún","noun","","","","","214"
"palaktakún","verb","","","","","214"
"palákpak","noun","","","","","214"
"pala-","adjective","","","","formative","214"
"pála’","verb","","","","","214"
"pála","noun","","","","","214"
"pa’íway","verb","","","","","214"
"pa’íway","adjective","/ma-/","","","bitter.","214"
"pa’ít","noun","/-un/; /mag-, -un/","187 project, plan. /-un/ to love, to care for. Ginpalángga’ ku ang báta’ ku. I cared for my child. beloved, sweetheart, favorite. /mag-, -un/ to swell, to have black and blue marks. Nagpalamanúg ang ti’íl ku. My foot swelled.","Nagpalamanúg ang ti’íl ku.","/mag-, -un/ to clap the hands.","214"
"clapping of the hands.","adjective","/mag-, -un/; /mag-/; /ka-/","for mative affix designating habitual state of being or repeated action. Palahúbug iná’ nga táwu. That man is a drunkard. /mag-, -un/ to erase with an eraser, to wipe out. Ginpála ku ang sulát. I erased the writing. shovel, spade. /mag-/ to repel, to avoid, to be careful of. Nagpa’íway si Nánay sa disgrásya.","Nagpa’íway si Nánay sa disgrásya.","/ka-/ bitterness.","214"
"pamáhaw","noun","","","","","215"
"palús","verb","","","","","215"
"pálung","verb","","","","","215"
"pálu","noun","","","","","215"
"paltéra","noun","","","","midwife.","215"
"pálta","verb","","","","","215"
"pálsu","verb","","","","","215"
"pálpag","verb","","","","","215"
"palítu","noun","","","","to oth pick.","215"
"palíhug","verb","","","","to please.","215"
"paligu’","verb","","","","","215"
"pálid","verb","","","","","215"
"palíbut","adverb","","","","around.","215"
"pálhit","verb","","","","","215"
"paláyas","noun","","","","awning.","215"
"pálay","noun","/ma-/; /-un/; /mag-/","rice plant. 188 breakfast, snack. /ma-/ to slip off, to free from grip. Napalús ang higút. The knot slipped off. /-un/ to put out, to extinguish, to blow out. Ginpálung ku ang kaláyu. I extinguished the fire. masthead of a ship. /mag-/ to be absent. Nagpálta si Victória sa kláse.","Nagpálta si Victória sa kláse.","/mag-/ to fail, to disappoint, to be","215"
"panaderíya","noun","","","","bakery.","216"
"panakáyun","verb","","","","","216"
"panákut","noun","","","","","216"
"paná’","noun","","","","arrow, bow.","216"
"pamús’un","verb","","","","","216"
"pamulúgsu’","verb","","","","","216"
"pamugún","verb","","","","","216"
"památi’","verb","","","","","216"
"památbat","verb","","","","","216"
"pamatán’un","noun","","","","","216"
"youth.","verb","","","","","216"
"pamángkut","noun","","","","question.","216"
"pamantalá’an","noun","","","","newspaper.","216"
"pamalándung","verb","","","","","216"
"pamalándung","verb","/mag-/; /mag-, -un/","189 /mag-/ to sa il, to take the boat. Nagpanakáyun si lá paCebú. They sa iled for Cebu. ingredients, spice. /mag-, -un/ to move the bowels. /mag-/ to gesticulate wildly and talk ang rily. Nagpamulúgsu’ si Tátay sa ámun. Father was furiously ang ry at us. /mag-/ to earn, to work at a job.","Nagpamugún akú sa Maníla’.","I worked in","216"
"panílag","verb","","","","","217"
"panílag","verb","","","","","217"
"paní’id","noun","","","","","217"
"paní’id","verb","","","","","217"
"panihúl","noun","","","","whistle.","217"
"paná’ug","verb","","","","","217"
"pánas","verb","","","","","217"
"panáptun","noun","","","","cloth.","217"
"panámkun","verb","","","","","217"
"panambítun","verb","","","","","217"
"panálgan","noun","","","","storey.","217"
"panahún","noun","","","","","217"
"panagsarí’","noun","","","","predicate.","217"
"panag’íya","verb","/mag-, -an/; /mag-/; /mag-, -un/","190 /mag-, -an/ to watch, to scout, to observe surreptitiously. Nagpanílag ang principál sa mangá estudyánte. The principal observed the students. /mag-/ to observe, to experience. experience, observation. /mag-, -an/ to whistle, to be whistled at. Nagpanihúl si Mário. Mario whistled. /mag-, -un/ to go down, to go downstairs.","Nagpaná’ug si Albérto ka’ína.","Alberto went down a while ago.","217"
"Ginpánas ku ang pisára. I wiped the board.","conjunction","/mag-, -un/; /mag-/","supposing, in case, if. /mag-, -un/ to conceive, to crave for something while conceiving. Nagpanámkun si Nánay sa ng páhu’. Mother craved for mango. /mag-/ to si gh, to mourn, to cry. Nagpanambítun si lá sa íla Lólo. They mourned for their grandfather. weather, climate. /mag-, -un/ to own, to acquire, to obtain. Nagpanag’íya si lá sa ng madámu’ nga baláy.","Nagpanag’íya si lá sa ng madámu’ nga baláy.","P","217"
"pányu’","noun","","","","","218"
"pányu’","verb","","","","","218"
"panyápun","noun","","","","","218"
"panyápun","verb","","","","","218"
"panyága","noun","","","","lunch.","218"
"panuláy","noun","","","","","218"
"panúgyan","noun","","","","","218"
"pantálya","noun","","","","dummy.","218"
"pantalón","noun","","","","","218"
"pánsit","noun","","","","","218"
"pánsit","verb","","","","","218"
"pani’údtu","noun","","","","","218"
"lunch.","verb","","","","","218"
"pánit","noun","","191 plural action affix.","Nagpanglabá ang labandéra.","The laundrywoman washed","218"
"clothes.","noun","/mag-, -un/","for mative affix used to designate something used repeatedly. Pulá ang íyang pang’ibábaw. Her blouse is red. frequent or repeated action affix of goal focus imperative mode. Panghúgas sa ng ímu kamút. Wash your hands. handkerchief. /mag-, -un/ to eat supper, to dine. supper, dinner. /mag-, -un/ to eat lunch. Nagpanyága kamí sa kafetérya.","Nagpanyága kamí sa kafetérya.","evil, devil, temptation.","218"
"pangáyaw","verb","","","","","219"
"pangánud","noun","","","","","219"
"cloud.","verb","","","","","219"
"pangamúyu’","noun","","","","","219"
"pangamúyu’","verb","","","","","219"
"pangádyi’","noun","","","","","219"
"pangádyi’","verb","","","","","219"
"pangáku’","noun","","","","","219"
"pangabúhi’","noun","","","","","219"
"pangabúhi’","verb","","","","","219"
"pangabúdlay","noun","","","","","219"
"pangabáy","verb","","","","","219"
"paráda","noun","","","pára kay","","220"
"sín’u","pronoun","","","","for whom.","220"
"parakáyda","noun","","","","parachute.","220"
"pára","conjunction","","","","for.","220"
"papél","noun","","","","paper.","220"
"pápas","verb","","","","","220"
"pá’pa’","verb","","","","","220"
"papá","noun","","","","father.","220"
"pápa","noun","","","","","220"
"pangúlu","noun","","","","","220"
"pángpang","noun","","","","","220"
"pángpang","verb","","","","","220"
"pangíta’","noun","","","","","220"
"panginhásun","noun","","","","","220"
"pánggas","verb","","","","","220"
"pánggas","verb","","","","","220"
"pangáyu’","noun","/mag-, -un/","193 parade, parking. /mag-, -un/ to exterminate, to destroy. Nagpápas akú sa ng úlud sa talámnan. I exterminated worms in the field. /mag-, -un/ to hammer, to strike a nail. Ginpá’pa’ ku ang lánsang. I hammered the nail. Roman Catholic pope.","Ginpá’pa’ ku ang lánsang.","brink, edge, coast, area close to a river or sea.","220"
"pasák","noun","","","","fern.","221"
"paryénte","noun","","","","","221"
"parút","verb","","","","","221"
"parúl","noun","","","","","221"
"partído","noun","","","","","221"
"párti","noun","","","","","221"
"parmasyotika","noun","","","","","221"
"parmásya","noun","","","","","221"
"páris","noun","","","","","221"
"parílya","noun","","","","","221"
"pári’","noun","","","","","221"
"pári’","verb","","","","","221"
"parého","adverb","","","","sa me, si milarly.","221"
"párapu","noun","","","","","221"
"paralítiku","noun","","","","","221"
"paralísis","noun","","","","","221"
"para’ísu","noun","","","","","221"
"paradise.","verb","/mag-/","194 relative, cousin. /mag-/ to miss a card in gambling. Nagparút ang ákun baráha. My cards are missing.","Nagparút ang ákun baráha.","political party.","221"
"párti sa kláse. We talked about the class.","adverb","/mag-/","about, in relation to. Naghámbal kamí part, division, piece. pharmacist. pharmacy, drug store. pair, look-alike. broiling grill. priest, minister, preacher. /mag-/ to be the sa me, to be si milar. Nagparého ang báyu’ nátun. Our dresses are alike. paragraph.","Nagparého ang báyu’ nátun.","paralysis, loss of sensation on any part of","221"
"pasénsya","noun","","","","","222"
"páskwa","noun","","","","Christmas.","222"
"paskíl","noun","","","","","222"
"pasáylu","verb","","","","","222"
"pasáy","verb","","","","","222"
"pasáw","noun","","","","","222"
"pasár","verb","","","","","222"
"pasapórte","noun","","","","passport.","222"
"pasápása","verb","","","","","222"
"pás’an","verb","","","","","222"
"pasamáno","noun","","","","","222"
"pasáhe","noun","","","","","222"
"pasagí’","adjective","","","","si mple.","222"
"pásad","verb","/mag-, -un/; /-un/","195 /mag-, -un/ to for give, to excuse. Nagpasénsya akú kay Mr. Réyes. I asked for for giveness from Mr. Reyes. for giveness, excuse. placard, billboard. /mag-, -un/ to for give, to excuse. Ginpasáylu ku si Lucílle. I for gave Lucille. /-un/ to eat the main meat course with out rice. Ginpasáy ku ang súd’an.","Ginpasáy ku ang súd’an.","croton plant.","222"
"pásyar","noun","","","","","223"
"pásung","noun","","","","","223"
"pasulábi","verb","","","","","223"
"pasulábi","verb","","","","","223"
"pásu’","noun","","","","","223"
"pastór","noun","","","","","223"
"pastór","verb","","","","","223"
"pásta","noun","","","","","223"
"páspas","verb","","","","","223"
"páslaw","verb","","","","","223"
"pásis","noun","","","","free pass.","223"
